,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd,temperature_depart,temperature_arrival,wage_median_depart,beach_depart,passenger_per_year_depart,population_depart,score_depart,wage_median_arrival,beach_arrival,passenger_per_year_arrival,population_arrival,score_arrival,Open,prix,is_holiday,year,month,day,weekday,week,n_days,weekend,ete,beach_ete_dep,beach_ete_arr,precipitations_depart,precipitations_arrival,diff_temp,distance
1082,JFK,MIA,16.8181818182,10.3990098902,11.7272507047,28.0,29.0,76578.33333333331,1,57445.57766666666,8346693,1052075,52492.33333333334,1,44521.62966666668,411149,1073075,10.17,3.85,0,2012,8,10,4,32,15562,0,0,0,0,1,1,-1.0,1756.0183179672956
1083,ORD,SFO,14.724137931,11.866893143499999,11.2690998237,11.0,21.0,58419.66666666666,1,75120.345,2719141,1503175,82083.0,1,49668.40966666667,828876,1112475,11.79,4.079,0,2012,10,7,6,40,15620,0,1,1,1,0,0,-10.0,2962.1022796065768
1084,ORD,DEN,12.8,10.881780561500001,12.0420316523,11.0,12.0,58419.66666666666,1,75120.345,2719141,1503175,55482.66666666666,0,59852.55,635163,1103275,11.79,4.079,0,2012,10,7,6,40,15620,0,1,1,0,0,0,-1.0,1425.1266950703268
1085,SFO,SEA,10.0,11.389449622799999,8.526429498919999,12.0,6.0,82083.0,1,49668.40966666667,828876,1112475,78112.66666666669,1,39551.456,635928,1038675,12.95,3.991,0,2012,12,14,4,50,15688,0,0,0,0,0,1,6.0,1092.3732883447422
1086,JFK,LAX,13.0344827586,13.300444816199999,8.45780602512,23.0,29.0,76578.33333333331,1,57445.57766666666,8346693,1052075,59541.33333333334,1,73928.40566666667,3851202,1335475,5.08,3.8680000000000003,0,2011,9,6,1,36,15223,1,0,0,0,1,1,-6.0,3971.701539264229
1087,EWR,SFO,14.8214285714,10.4751419203,10.2381044666,20.0,15.0,70432.66666666669,1,40186.30133333334,277594,1064475,82083.0,1,49668.40966666667,828876,1112475,3.99,4.01,0,2011,11,26,5,47,15304,0,0,0,0,0,0,5.0,4115.814860842733
1088,SFO,DFW,12.24,11.5139614023,7.76895531373,22.0,37.0,82083.0,1,49668.40966666667,828876,1112475,53078.66666666666,0,66233.791,1242115,1203175,11.34,3.783,0,2012,7,27,4,30,15548,0,0,0,0,1,0,-15.0,2350.4643784146856
1089,MIA,ATL,12.708333333299999,11.3852913697,9.072074527469999,26.0,12.0,52492.33333333334,1,44521.62966666668,411149,1073075,61467.66666666666,0,105911.923,449016,2002475,4.41,3.987,0,2011,11,18,4,46,15296,0,0,0,0,1,0,14.0,958.4624164533617
1090,LGA,ORD,12.708333333299999,12.5554097472,9.598365651939998,14.0,4.0,76578.33333333331,1,30187.395,8346693,1030575,58419.66666666666,1,75120.345,2719141,1503175,5.83,3.8280000000000003,0,2011,12,22,3,51,15330,0,0,0,0,1,1,10.0,1176.3160984153205
1091,ATL,CLT,10.4,10.9722536152,8.586402959880001,19.0,18.0,61467.66666666666,0,105911.923,449016,2002475,60171.33333333334,0,47719.872,773264,1028075,14.24,3.8939999999999997,0,2013,1,15,1,3,15720,1,0,0,0,1,1,1.0,364.3381888793975
1092,PHL,BOS,7.86666666667,11.6524484791,5.7553287937199995,6.0,7.0,39645.333333333336,0,34276.636,1551824,1031075,57755.0,1,33827.65333333333,642955,1035875,12.55,4.01,0,2012,11,7,2,45,15651,0,0,0,0,1,1,-1.0,449.8593565253816
1093,IAH,ORD,10.777777777799999,10.4953769371,8.76191998537,31.0,17.0,57644.0,1,44427.35133333333,2161593,1055675,58419.66666666666,1,75120.345,2719141,1503175,10.46,4.135,0,2012,9,18,1,38,15601,1,0,0,0,0,0,14.0,1489.7159845062022
1094,EWR,SFO,11.347826087,10.7924233148,7.33985815848,31.0,19.0,70432.66666666669,1,40186.30133333334,277594,1064475,82083.0,1,49668.40966666667,828876,1112475,11.65,4.026,0,2012,8,23,3,34,15575,0,0,0,0,0,1,12.0,4115.814860842733
1095,SFO,EWR,9.947368421050001,9.963323856699999,7.64107092705,14.0,10.0,82083.0,1,49668.40966666667,828876,1112475,70432.66666666669,1,40186.30133333334,277594,1064475,9.12,3.943,0,2012,2,18,5,7,15388,0,0,0,0,0,1,4.0,4115.814860842733
1096,DEN,SFO,13.4782608696,9.52246451678,11.1472359608,8.0,9.0,55482.66666666666,0,59852.55,635163,1103275,82083.0,1,49668.40966666667,828876,1112475,12.95,3.991,0,2012,12,15,5,50,15689,0,0,0,0,1,1,-1.0,1551.7999287765956
1097,LAX,SEA,11.4736842105,10.9355299806,10.112524803200001,16.0,8.0,59541.33333333334,1,73928.40566666667,3851202,1335475,78112.66666666669,1,39551.456,635928,1038675,8.84,3.8560000000000003,0,2012,2,12,6,6,15382,0,0,0,0,0,1,8.0,1535.9447523404124
1098,LAS,DFW,9.947368421050001,10.3196372412,7.39724937025,36.0,31.0,55440.66666666666,0,46505.605,593275,1068475,53078.66666666666,0,66233.791,1242115,1203175,5.08,3.8680000000000003,0,2011,9,6,1,36,15223,1,0,0,0,0,0,5.0,1693.7358514452706
1099,ATL,MIA,15.3793103448,10.1819946179,10.5844015726,15.0,29.0,61467.66666666666,0,105911.923,449016,2002475,52492.33333333334,1,44521.62966666668,411149,1073075,13.25,3.923,0,2012,12,26,2,52,15700,0,0,0,0,1,0,-14.0,958.4624164533617
1100,LAX,DEN,13.4137931034,10.3561349961,8.96627507218,20.0,30.0,59541.33333333334,1,73928.40566666667,3851202,1335475,55482.66666666666,0,59852.55,635163,1103275,5.68,3.833,0,2011,9,24,5,38,15241,0,0,0,0,0,0,-10.0,1384.2695475637477
1101,SEA,LAX,10.8,11.521715990399999,8.4017542028,9.0,18.0,78112.66666666669,1,39551.456,635928,1038675,59541.33333333334,1,73928.40566666667,3851202,1335475,12.94,4.01,0,2012,11,9,4,45,15653,0,0,0,0,1,0,-9.0,1535.9447523404124
1102,SEA,LAX,12.4545454545,11.229062568699998,11.582940134700001,11.0,16.0,78112.66666666669,1,39551.456,635928,1038675,59541.33333333334,1,73928.40566666667,3851202,1335475,14.06,4.022,0,2013,2,6,2,6,15742,0,0,0,0,1,0,-5.0,1535.9447523404124
1103,ORD,ATL,13.2,11.6233644471,11.912878185699999,32.0,34.0,58419.66666666666,1,75120.345,2719141,1503175,61467.66666666666,0,105911.923,449016,2002475,11.29,3.7960000000000003,0,2012,8,1,2,31,15553,0,0,0,0,0,1,-2.0,975.7148466955739
1104,BOS,ATL,10.6,11.4386386479,8.15249396778,18.0,17.0,57755.0,1,33827.65333333333,642955,1035875,61467.66666666666,0,105911.923,449016,2002475,6.1,3.801,0,2011,10,21,4,42,15268,0,1,1,0,0,0,1.0,1520.5984659593278
1105,JFK,MCO,14.9677419355,10.8320449272,9.98159596781,19.0,29.0,76578.33333333331,1,57445.57766666666,8346693,1052075,51069.33333333334,1,39794.08733333334,249935,1044075,5.42,3.7489999999999997,0,2011,10,7,4,40,15254,0,1,1,1,0,1,-10.0,1520.4334212880337
1106,LAX,EWR,12.708333333299999,10.9088488996,9.100784326769999,22.0,25.0,59541.33333333334,1,73928.40566666667,3851202,1335475,70432.66666666669,1,40186.30133333334,277594,1064475,10.5,3.9560000000000004,0,2012,5,23,2,21,15483,0,1,1,1,0,1,-3.0,3938.5359427670055
1107,BOS,ORD,10.4210526316,12.1414739659,8.126197617539999,11.0,12.0,57755.0,1,33827.65333333333,642955,1035875,58419.66666666666,1,75120.345,2719141,1503175,7.91,4.147,0,2012,3,30,4,13,15429,0,0,0,0,0,1,-1.0,1390.2049438221773
1108,SFO,DEN,8.29411764706,10.992918377999999,5.59871308742,17.0,13.0,82083.0,1,49668.40966666667,828876,1112475,55482.66666666666,0,59852.55,635163,1103275,7.59,4.1419999999999995,0,2012,4,2,0,14,15432,1,0,0,0,0,1,4.0,1551.7999287765956
1109,SFO,DFW,9.27777777778,11.4507358303,6.63152502695,17.0,29.0,82083.0,1,49668.40966666667,828876,1112475,53078.66666666666,0,66233.791,1242115,1203175,7.59,4.1419999999999995,0,2012,4,2,0,14,15432,1,0,0,0,0,0,-12.0,2350.4643784146856
1110,LAX,EWR,16.133333333299998,11.238093946,11.0881525259,26.0,21.0,59541.33333333334,1,73928.40566666667,3851202,1335475,70432.66666666669,1,40186.30133333334,277594,1064475,10.87,4.135,0,2012,9,20,3,38,15603,0,0,0,0,1,0,5.0,3938.5359427670055
1111,DEN,LAX,11.2727272727,11.1645878502,7.81440561175,33.0,22.0,55482.66666666666,0,59852.55,635163,1103275,59541.33333333334,1,73928.40566666667,3851202,1335475,14.2,3.695,0,2012,7,17,1,29,15538,1,0,0,0,0,0,11.0,1384.2695475637477
1112,ORD,LAX,14.4444444444,12.0387888164,10.2632028789,19.0,22.0,58419.66666666666,1,75120.345,2719141,1503175,59541.33333333334,1,73928.40566666667,3851202,1335475,11.35,4.093999999999999,0,2012,10,11,3,41,15624,0,1,1,1,1,1,-3.0,2800.356708816837
1113,SFO,DEN,14.961538461500002,10.1337597977,11.8033241732,13.0,8.0,82083.0,1,49668.40966666667,828876,1112475,55482.66666666666,0,59852.55,635163,1103275,13.8,3.918,0,2013,1,4,4,1,15709,0,0,0,0,0,0,5.0,1551.7999287765956
1114,SFO,BOS,15.8965517241,10.6804322036,11.799954078599999,13.0,3.0,82083.0,1,49668.40966666667,828876,1112475,57755.0,1,33827.65333333333,642955,1035875,13.8,3.918,0,2013,1,4,4,1,15709,0,0,0,0,0,0,10.0,4338.516005645934
1115,DEN,PHX,8.7,11.3001178582,6.1224350161,2.0,20.0,55482.66666666666,0,59852.55,635163,1103275,57474.66666666666,0,45664.73333333333,1499274,1060875,7.45,4.051,0,2012,3,2,4,9,15401,0,0,0,0,1,0,-18.0,967.929665000306
1116,SFO,ATL,11.916666666700001,10.370536424900001,7.779106166749999,18.0,26.0,82083.0,1,49668.40966666667,828876,1112475,61467.66666666666,0,105911.923,449016,2002475,5.14,3.8680000000000003,1,2011,9,5,0,36,15222,1,0,0,0,0,1,-8.0,3432.561565289114
1117,JFK,LAX,19.7804878049,13.556359806400001,13.2636951773,22.0,28.0,76578.33333333331,1,57445.57766666666,8346693,1052075,59541.33333333334,1,73928.40566666667,3851202,1335475,10.35,4.079,0,2012,10,1,0,40,15614,1,1,1,1,0,1,-6.0,3971.701539264229
1118,JFK,LAX,15.8387096774,13.4982808503,10.3958221551,12.0,28.0,76578.33333333331,1,57445.57766666666,8346693,1052075,59541.33333333334,1,73928.40566666667,3851202,1335475,6.95,4.093999999999999,0,2012,3,9,4,10,15408,0,0,0,0,1,0,-16.0,3971.701539264229
1119,JFK,LAS,10.05,10.710561708,7.01483390658,12.0,22.0,76578.33333333331,1,57445.57766666666,8346693,1052075,55440.66666666666,0,46505.605,593275,1068475,6.95,4.093999999999999,0,2012,3,9,4,10,15408,0,0,0,0,1,0,-10.0,3607.016466628042
1120,SFO,JFK,15.375,12.4431796819,12.886840271099999,14.0,13.0,82083.0,1,49668.40966666667,828876,1112475,76578.33333333331,1,57445.57766666666,8346693,1052075,12.86,3.991,0,2012,12,11,1,50,15685,1,0,0,0,1,1,1.0,4149.17959706262
1121,DEN,MSP,9.21052631579,9.795362603600001,6.04224891326,37.0,36.0,55482.66666666666,0,59852.55,635163,1103275,69940.0,0,37523.137,392768,1085275,13.25,3.648,0,2012,7,5,3,27,15526,0,0,0,0,0,0,1.0,1091.6666384843295
1122,ATL,MCO,12.0,12.487502642799999,8.323023926,13.0,22.0,61467.66666666666,0,105911.923,449016,2002475,51069.33333333334,1,39794.08733333334,249935,1044075,14.79,3.911,0,2013,1,7,0,2,15712,1,0,0,0,0,1,-9.0,650.3277831217129
1123,JFK,MCO,14.892857142899999,10.3122511889,9.870792252020001,17.0,25.0,76578.33333333331,1,57445.57766666666,8346693,1052075,51069.33333333334,1,39794.08733333334,249935,1044075,5.8,3.825,0,2011,10,24,0,43,15271,1,1,1,1,0,0,-8.0,1520.4334212880337
1124,DEN,SEA,8.75,10.8432124801,6.23128777769,30.0,24.0,55482.66666666666,0,59852.55,635163,1103275,78112.66666666669,1,39551.456,635928,1038675,11.17,4.132,0,2012,9,16,6,37,15599,0,0,0,0,0,0,6.0,1644.0329849284549
1125,BOS,SFO,14.148148148099999,10.7224785265,9.81248695718,14.0,14.0,57755.0,1,33827.65333333333,642955,1035875,82083.0,1,49668.40966666667,828876,1112475,5.83,3.8280000000000003,0,2011,12,22,3,51,15330,0,0,0,0,1,0,0.0,4338.516005645934
1126,ATL,BOS,11.043478260899999,10.946096443699998,8.65751518451,21.0,27.0,61467.66666666666,0,105911.923,449016,2002475,57755.0,1,33827.65333333333,642955,1035875,10.82,4.0569999999999995,0,2012,5,13,6,19,15473,0,1,0,1,1,0,-6.0,1520.5984659593278
1127,DEN,SFO,11.52,9.88123343258,8.109253973089999,9.0,13.0,55482.66666666666,0,59852.55,635163,1103275,82083.0,1,49668.40966666667,828876,1112475,4.41,3.987,0,2011,11,19,5,46,15297,0,0,0,0,0,1,-4.0,1551.7999287765956
1128,IAH,ORD,11.052631578900002,11.1645878502,10.3143572224,21.0,8.0,57644.0,1,44427.35133333333,2161593,1055675,58419.66666666666,1,75120.345,2719141,1503175,6.43,3.8480000000000003,0,2012,1,23,0,4,15362,1,0,0,0,0,1,13.0,1489.7159845062022
1129,IAH,LAX,15.1153846154,10.0674425616,11.5250229434,32.0,37.0,57644.0,1,44427.35133333333,2161593,1055675,59541.33333333334,1,73928.40566666667,3851202,1335475,11.17,4.132,0,2012,9,15,5,37,15598,0,0,0,0,1,0,-5.0,2213.6827502873593
1130,JFK,LAS,13.8214285714,10.6682427762,8.75194611767,28.0,46.0,76578.33333333331,1,57445.57766666666,8346693,1052075,55440.66666666666,0,46505.605,593275,1068475,13.86,3.6830000000000003,0,2012,7,11,2,28,15532,0,0,0,0,0,0,-18.0,3607.016466628042
1131,MSP,DEN,12.2631578947,10.1499770804,12.0639136144,4.0,4.0,69940.0,0,37523.137,392768,1085275,55482.66666666666,0,59852.55,635163,1103275,7.22,3.96,0,2012,2,26,6,8,15396,0,0,0,0,1,0,0.0,1091.6666384843295
1132,LAX,SFO,13.777777777799999,11.8014486828,9.02276323585,22.0,21.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,5.42,3.7489999999999997,0,2011,10,8,5,40,15255,0,1,1,1,0,0,1.0,542.8482519953238
1133,EWR,LAX,11.956521739100001,11.4142063017,8.444892274839999,27.0,21.0,70432.66666666669,1,40186.30133333334,277594,1064475,59541.33333333334,1,73928.40566666667,3851202,1335475,10.23,4.004,0,2012,5,20,6,20,15480,0,1,1,1,0,0,6.0,3938.5359427670055
1134,BOS,ATL,10.9,11.474697304600001,7.7384889045800005,18.0,23.0,57755.0,1,33827.65333333333,642955,1035875,61467.66666666666,0,105911.923,449016,2002475,11.12,4.079,0,2012,10,3,2,40,15616,0,1,1,0,1,0,-5.0,1520.5984659593278
1135,DEN,DFW,8.88888888889,11.3769469452,5.9199452391,28.0,28.0,55482.66666666666,0,59852.55,635163,1103275,53078.66666666666,0,66233.791,1242115,1203175,5.96,3.786,0,2011,9,30,4,39,15247,0,0,0,0,0,0,0.0,1031.450008384916
1136,MSP,DEN,11.44,10.5806103453,7.8213383339,16.0,24.0,69940.0,0,37523.137,392768,1085275,55482.66666666666,0,59852.55,635163,1103275,5.91,3.862,0,2011,9,18,6,37,15235,0,0,0,0,1,0,-8.0,1091.6666384843295
1137,ATL,CLT,6.38461538462,10.820810099600001,4.330867148319999,19.0,21.0,61467.66666666666,0,105911.923,449016,2002475,60171.33333333334,0,47719.872,773264,1028075,6.96,4.093999999999999,0,2012,3,7,2,10,15406,0,0,0,0,0,0,-2.0,364.3381888793975
1138,ORD,PHX,12.0,10.5677483926,9.85393322486,18.0,34.0,58419.66666666666,1,75120.345,2719141,1503175,57474.66666666666,0,45664.73333333333,1499274,1060875,10.28,4.073,0,2012,5,1,1,18,15461,1,1,1,0,1,0,-16.0,2311.9734166353205
1139,EWR,LAX,9.0,9.44161699558,7.141428428539999,14.0,17.0,70432.66666666669,1,40186.30133333334,277594,1064475,59541.33333333334,1,73928.40566666667,3851202,1335475,4.02,4.01,1,2011,11,24,3,47,15302,0,0,0,0,0,0,-3.0,3938.5359427670055
1140,ATL,MIA,12.44,9.80510140252,9.78979060042,7.0,24.0,61467.66666666666,0,105911.923,449016,2002475,52492.33333333334,1,44521.62966666668,411149,1073075,13.93,4.104,0,2013,2,16,5,7,15752,0,0,0,0,0,1,-17.0,958.4624164533617
1141,SFO,LAX,14.407407407400001,11.70227904,10.525643628300001,18.0,20.0,82083.0,1,49668.40966666667,828876,1112475,59541.33333333334,1,73928.40566666667,3851202,1335475,12.47,3.9760000000000004,1,2012,11,22,3,47,15666,0,0,0,0,0,1,-2.0,542.8482519953238
1142,BOS,PHL,9.31578947368,12.067884192100001,6.23656450637,20.0,23.0,57755.0,1,33827.65333333333,642955,1035875,39645.333333333336,0,34276.636,1551824,1031075,5.81,3.801,0,2011,10,18,1,42,15265,1,1,1,0,0,0,-3.0,449.8593565253816
1143,ORD,SFO,13.1153846154,11.850746066400001,9.97327197294,12.0,21.0,58419.66666666666,1,75120.345,2719141,1503175,82083.0,1,49668.40966666667,828876,1112475,9.77,4.127,0,2012,4,22,6,16,15452,0,0,0,0,0,0,-9.0,2962.1022796065768
1144,CLT,ATL,10.6842105263,10.8653489507,8.226330568360002,25.0,26.0,60171.33333333334,0,47719.872,773264,1028075,61467.66666666666,0,105911.923,449016,2002475,11.49,4.1160000000000005,0,2012,10,22,0,43,15635,1,1,0,0,0,0,-1.0,364.3381888793975
1145,MCO,ATL,14.222222222200001,11.486563574200002,11.301236601300001,31.0,17.0,51069.33333333334,1,39794.08733333334,249935,1044075,61467.66666666666,0,105911.923,449016,2002475,11.76,4.093999999999999,1,2012,10,8,0,41,15621,1,1,1,0,1,0,14.0,650.3277831217129
1146,PHX,ORD,12.625,9.57813956928,8.850509688099999,17.0,1.0,57474.66666666666,0,45664.73333333333,1499274,1060875,58419.66666666666,1,75120.345,2719141,1503175,13.25,3.923,0,2012,12,26,2,52,15700,0,0,0,0,0,1,16.0,2311.9734166353205
1147,LGA,DFW,8.92857142857,11.1362585598,11.131827451800001,0.0,19.0,76578.33333333331,1,30187.395,8346693,1030575,53078.66666666666,0,66233.791,1242115,1203175,14.13,4.022,0,2013,2,5,1,6,15741,1,0,0,0,1,1,-19.0,2229.9586529402495
1148,LGA,BOS,4.75,12.7753192207,3.7929360179600002,0.0,-3.0,76578.33333333331,1,30187.395,8346693,1030575,57755.0,1,33827.65333333333,642955,1035875,14.13,4.022,0,2013,2,5,1,6,15741,1,0,0,0,1,1,3.0,296.5057495930962
1149,SFO,ORD,10.5714285714,12.2414314184,7.194243730730001,16.0,17.0,82083.0,1,49668.40966666667,828876,1112475,58419.66666666666,1,75120.345,2719141,1503175,7.4,4.1419999999999995,0,2012,3,23,4,12,15422,0,0,0,0,0,1,-1.0,2962.1022796065768
1150,EWR,ATL,9.63157894737,11.3217786796,8.30134210244,11.0,16.0,70432.66666666669,1,40186.30133333334,277594,1064475,61467.66666666666,0,105911.923,449016,2002475,4.9,3.964,0,2011,12,1,3,48,15309,0,0,0,0,0,0,-5.0,1198.5633692411043
1151,DEN,SEA,11.2380952381,9.34471334222,9.84837429175,3.0,7.0,55482.66666666666,0,59852.55,635163,1103275,78112.66666666669,1,39551.456,635928,1038675,5.44,3.783,0,2012,1,7,5,1,15346,0,0,0,0,1,1,-4.0,1644.0329849284549
1152,ATL,MIA,10.8,11.269363733099999,8.42677437195,20.0,28.0,61467.66666666666,0,105911.923,449016,2002475,52492.33333333334,1,44521.62966666668,411149,1073075,5.57,3.892,0,2011,11,1,1,44,15279,1,0,0,0,0,1,-8.0,958.4624164533617
1153,SEA,DEN,15.9642857143,11.053573342,11.4906794527,22.0,34.0,78112.66666666669,1,39551.456,635928,1038675,55482.66666666666,0,59852.55,635163,1103275,10.89,4.0889999999999995,0,2012,8,31,4,35,15583,0,0,0,0,0,0,-12.0,1644.0329849284549
1154,DEN,ORD,10.85,11.326080817000001,8.511756575469999,14.0,12.0,55482.66666666666,0,59852.55,635163,1103275,58419.66666666666,1,75120.345,2719141,1503175,5.81,3.801,0,2011,10,18,1,42,15265,1,1,0,1,0,1,2.0,1425.1266950703268
1155,BOS,EWR,9.666666666669999,9.06343230951,7.565271530710001,8.0,14.0,57755.0,1,33827.65333333333,642955,1035875,70432.66666666669,1,40186.30133333334,277594,1064475,7.45,4.051,0,2012,3,3,5,9,15402,0,0,0,0,1,1,-6.0,322.1038212597294
1156,DFW,ATL,14.090909090899999,11.8246163814,12.501082204200001,29.0,26.0,53078.66666666666,0,66233.791,1242115,1203175,61467.66666666666,0,105911.923,449016,2002475,10.46,4.135,0,2012,9,18,1,38,15601,1,0,0,0,0,1,3.0,1173.794399762142
1157,DFW,BOS,8.29411764706,10.5806103453,5.4859446073800004,29.0,24.0,53078.66666666666,0,66233.791,1242115,1203175,57755.0,1,33827.65333333333,642955,1035875,10.46,4.135,0,2012,9,18,1,38,15601,1,0,0,0,0,1,5.0,2507.6934737710767
1158,LAX,BOS,6.53846153846,10.88722575,4.89243267055,19.0,10.0,59541.33333333334,1,73928.40566666667,3851202,1335475,57755.0,1,33827.65333333333,642955,1035875,8.84,3.8560000000000003,0,2012,2,10,4,6,15380,0,0,0,0,0,1,9.0,4190.396510798694
1159,PHL,BOS,7.4,11.7092902353,5.08218175871,18.0,17.0,39645.333333333336,0,34276.636,1551824,1031075,57755.0,1,33827.65333333333,642955,1035875,5.87,3.825,0,2011,10,25,1,43,15272,1,1,0,1,0,1,1.0,449.8593565253816
1160,DFW,ATL,12.956521739100001,10.1418860666,9.79089679647,14.0,13.0,53078.66666666666,0,66233.791,1242115,1203175,61467.66666666666,0,105911.923,449016,2002475,5.77,3.8939999999999997,0,2011,12,18,6,50,15326,0,0,0,0,0,0,1.0,1173.794399762142
1161,ORD,LAX,16.6764705882,10.967051448,11.7259633919,0.0,13.0,58419.66666666666,1,75120.345,2719141,1503175,59541.33333333334,1,73928.40566666667,3851202,1335475,13.0,3.923,0,2012,12,29,5,52,15703,0,0,0,0,1,1,-13.0,2800.356708816837
1162,SFO,ATL,11.409090909100001,10.9826146183,7.756159401280001,14.0,12.0,82083.0,1,49668.40966666667,828876,1112475,61467.66666666666,0,105911.923,449016,2002475,4.41,3.987,0,2011,11,18,4,46,15296,0,0,0,0,0,0,2.0,3432.561565289114
1163,PHL,BOS,9.1875,7.604508474279999,8.76522484975,30.0,30.0,39645.333333333336,0,34276.636,1551824,1031075,57755.0,1,33827.65333333333,642955,1035875,12.16,3.9560000000000004,0,2012,5,26,5,21,15486,0,1,0,1,0,0,0.0,449.8593565253816
1164,DFW,SFO,7.92857142857,8.98970825366,7.03249912592,28.0,18.0,53078.66666666666,0,66233.791,1242115,1203175,82083.0,1,49668.40966666667,828876,1112475,12.98,4.034,0,2012,12,1,5,48,15675,0,0,0,0,0,1,10.0,2350.4643784146856
1165,DFW,PHL,5.916666666669999,8.45318816328,4.27377485546,28.0,11.0,53078.66666666666,0,66233.791,1242115,1203175,39645.333333333336,0,34276.636,1551824,1031075,12.98,4.034,0,2012,12,1,5,48,15675,0,0,0,0,0,0,17.0,2091.5626556148663
1166,SEA,DEN,16.3103448276,10.924903309400001,11.5792408099,26.0,34.0,78112.66666666669,1,39551.456,635928,1038675,55482.66666666666,0,59852.55,635163,1103275,10.17,3.85,0,2012,8,10,4,32,15562,0,0,0,0,0,0,-8.0,1644.0329849284549
1167,ORD,IAH,9.5,10.5870082101,7.34246312254,12.0,32.0,58419.66666666666,1,75120.345,2719141,1503175,57644.0,1,44427.35133333333,2161593,1055675,12.76,3.897,0,2012,5,31,3,22,15491,0,1,1,1,1,1,-20.0,1489.7159845062022
1168,SFO,LAS,10.380952381,10.2290133038,6.92442192877,14.0,22.0,82083.0,1,49668.40966666667,828876,1112475,55440.66666666666,0,46505.605,593275,1068475,8.47,3.85,0,2012,2,1,2,5,15371,0,0,0,0,0,0,-8.0,664.4740712604886
1169,EWR,SFO,11.3684210526,10.515394758200001,10.4997911425,8.0,15.0,70432.66666666669,1,40186.30133333334,277594,1064475,82083.0,1,49668.40966666667,828876,1112475,14.83,3.8939999999999997,0,2013,1,17,3,3,15722,0,0,0,0,0,0,-7.0,4115.814860842733
1170,ORD,SEA,12.5,9.417859021349999,9.77728173345,19.0,16.0,58419.66666666666,1,75120.345,2719141,1503175,78112.66666666669,1,39551.456,635928,1038675,7.84,4.1419999999999995,0,2012,4,7,5,14,15437,0,0,0,0,1,0,3.0,2760.0176726156906
1171,PHX,ORD,11.7727272727,10.881780561500001,8.43423758477,42.0,22.0,57474.66666666666,0,45664.73333333333,1499274,1060875,58419.66666666666,1,75120.345,2719141,1503175,5.94,3.833,0,2011,9,21,2,38,15238,0,0,0,0,0,1,20.0,2311.9734166353205
1172,PHL,ATL,8.833333333330001,11.3685650176,5.863646727180001,33.0,34.0,39645.333333333336,0,34276.636,1551824,1031075,61467.66666666666,0,105911.923,449016,2002475,10.82,3.7960000000000003,0,2012,8,3,4,31,15555,0,0,0,0,1,1,-1.0,1070.9201589149773
1173,DEN,MSP,9.894736842110001,10.798135343,7.340108512989999,26.0,31.0,55482.66666666666,0,59852.55,635163,1103275,69940.0,0,37523.137,392768,1085275,4.97,3.7489999999999997,0,2011,10,5,2,40,15252,0,1,0,0,0,0,-5.0,1091.6666384843295
1174,CLT,ATL,11.066666666700002,8.6616764251,11.442194261800001,21.0,27.0,60171.33333333334,0,47719.872,773264,1028075,61467.66666666666,0,105911.923,449016,2002475,12.6,4.03,0,2012,11,3,5,44,15647,0,0,0,0,0,0,-6.0,364.3381888793975
1175,ATL,ORD,7.5882352941199995,12.300970745899999,5.906128422339999,27.0,28.0,61467.66666666666,0,105911.923,449016,2002475,58419.66666666666,1,75120.345,2719141,1503175,11.44,4.004,0,2012,5,14,0,20,15474,1,1,0,1,1,0,-1.0,975.7148466955739
1176,LAX,DEN,14.777777777799999,10.0419527467,11.122857039400001,16.0,19.0,59541.33333333334,1,73928.40566666667,3851202,1335475,55482.66666666666,0,59852.55,635163,1103275,6.24,3.8539999999999996,0,2012,1,21,5,3,15360,0,0,0,0,1,0,-3.0,1384.2695475637477
1177,LAX,SFO,13.2307692308,11.7678446069,10.7937303739,16.0,16.0,59541.33333333334,1,73928.40566666667,3851202,1335475,82083.0,1,49668.40966666667,828876,1112475,7.82,4.148,0,2012,4,14,5,15,15444,0,0,0,0,0,0,0.0,542.8482519953238
1178,LGA,BOS,6.23076923077,9.86248979987,6.80874249469,29.0,29.0,76578.33333333331,1,30187.395,8346693,1030575,57755.0,1,33827.65333333333,642955,1035875,13.26,3.7289999999999996,0,2012,6,24,6,25,15515,0,1,1,1,0,0,0.0,296.5057495930962
1179,LAS,DFW,16.1379310345,10.8151672034,11.930525488199999,26.0,31.0,55440.66666666666,0,46505.605,593275,1068475,53078.66666666666,0,66233.791,1242115,1203175,12.6,4.03,0,2012,11,2,4,44,15646,0,0,0,0,0,0,-5.0,1693.7358514452706
1180,SFO,EWR,17.9655172414,10.624941228099999,14.4010980698,21.0,27.0,82083.0,1,49668.40966666667,828876,1112475,70432.66666666669,1,40186.30133333334,277594,1064475,11.29,3.7960000000000003,0,2012,8,1,2,31,15553,0,0,0,0,1,1,-6.0,4115.814860842733
1181,LAX,ATL,10.8695652174,11.857221683199999,7.74775244727,18.0,17.0,59541.33333333334,1,73928.40566666667,3851202,1335475,61467.66666666666,0,105911.923,449016,2002475,12.5,4.01,0,2012,11,8,3,45,15652,0,0,0,0,1,0,1.0,3123.8140155579513
