,Date,AirPort,Max TemperatureC,Min TemperatureC,city,population,latitude_deg,longitude_deg,local_code,scheduled_service,score,Dernier,is_holiday
5550,2012-06-04,IAH,35,25,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.673,0
5551,2012-06-04,MIA,34,25,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.673,0
5552,2012-06-04,MCO,34,21,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.673,0
5553,2012-06-04,EWR,18,12,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.673,0
5554,2012-06-04,SEA,13,9,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.673,0
5555,2012-06-04,MSP,29,16,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.673,0
5556,2012-06-04,DTW,22,12,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.673,0
5557,2012-06-04,PHL,20,14,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.673,0
5558,2012-06-04,BOS,12,10,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.673,0
5559,2012-06-04,LGA,12,10,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.673,0
5560,2012-06-05,ATL,24,20,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.687,0
5561,2012-06-05,ORD,21,14,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.687,0
5562,2012-06-05,LAX,22,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.687,0
5563,2012-06-05,DFW,36,24,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.687,0
5564,2012-06-05,DEN,30,15,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.687,0
5565,2012-06-05,JFK,19,11,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.687,0
5566,2012-06-05,SFO,17,10,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.687,0
5567,2012-06-05,CLT,24,17,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.687,0
5568,2012-06-05,LAS,30,20,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.687,0
5569,2012-06-05,PHX,38,25,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.687,0
5570,2012-06-05,IAH,36,23,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.687,0
5571,2012-06-05,MIA,33,27,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.687,0
5572,2012-06-05,MCO,32,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.687,0
5573,2012-06-05,EWR,19,11,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.687,0
5574,2012-06-05,SEA,13,8,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.687,0
5575,2012-06-05,MSP,28,16,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.687,0
5576,2012-06-05,DTW,21,12,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.687,0
5577,2012-06-05,PHL,21,11,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.687,0
5578,2012-06-05,BOS,13,10,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.687,0
5579,2012-06-05,LGA,13,10,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.687,0
5580,2012-06-06,ATL,27,18,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.727,0
5581,2012-06-06,ORD,24,11,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.727,0
5582,2012-06-06,LAX,22,14,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.727,0
5583,2012-06-06,DFW,35,21,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.727,0
5584,2012-06-06,DEN,33,8,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.727,0
5585,2012-06-06,JFK,22,12,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.727,0
5586,2012-06-06,SFO,17,10,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.727,0
5587,2012-06-06,CLT,23,14,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.727,0
5588,2012-06-06,LAS,31,20,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.727,0
5589,2012-06-06,PHX,38,23,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.727,0
5590,2012-06-06,IAH,36,25,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.727,0
5591,2012-06-06,MIA,31,25,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.727,0
5592,2012-06-06,MCO,31,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.727,0
5593,2012-06-06,EWR,23,12,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.727,0
5594,2012-06-06,SEA,16,6,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.727,0
5595,2012-06-06,MSP,28,17,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.727,0
5596,2012-06-06,DTW,26,10,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.727,0
5597,2012-06-06,PHL,23,12,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.727,0
5598,2012-06-06,BOS,16,11,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.727,0
5599,2012-06-06,LGA,16,11,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.727,0
5600,2012-06-07,ATL,29,18,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.7,0
5601,2012-06-07,ORD,28,12,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.7,0
5602,2012-06-07,LAX,23,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.7,0
5603,2012-06-07,DFW,24,21,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.7,0
5604,2012-06-07,DEN,30,12,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.7,0
5605,2012-06-07,JFK,24,15,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.7,0
5606,2012-06-07,SFO,19,11,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.7,0
5607,2012-06-07,CLT,27,14,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.7,0
5608,2012-06-07,LAS,35,21,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.7,0
5609,2012-06-07,PHX,39,24,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.7,0
5610,2012-06-07,IAH,34,22,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.7,0
5611,2012-06-07,MIA,34,27,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.7,0
5612,2012-06-07,MCO,30,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.7,0
5613,2012-06-07,EWR,27,15,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.7,0
5614,2012-06-07,SEA,16,9,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.7,0
5615,2012-06-07,MSP,28,18,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.7,0
5616,2012-06-07,DTW,28,9,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.7,0
5617,2012-06-07,PHL,27,14,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.7,0
5618,2012-06-07,BOS,18,12,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.7,0
5619,2012-06-07,LGA,18,12,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.7,0
5620,2012-06-08,ATL,29,19,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.727,0
5621,2012-06-08,ORD,31,12,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.727,0
5622,2012-06-08,LAX,23,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.727,0
5623,2012-06-08,DFW,31,21,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.727,0
5624,2012-06-08,DEN,32,13,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.727,0
5625,2012-06-08,JFK,26,15,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.727,0
5626,2012-06-08,SFO,18,11,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.727,0
5627,2012-06-08,CLT,29,14,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.727,0
5628,2012-06-08,LAS,38,24,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.727,0
5629,2012-06-08,PHX,40,25,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.727,0
5630,2012-06-08,IAH,33,22,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.727,0
5631,2012-06-08,MIA,34,23,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.727,0
5632,2012-06-08,MCO,29,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.727,0
5633,2012-06-08,EWR,29,15,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.727,0
5634,2012-06-08,SEA,15,8,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.727,0
5635,2012-06-08,MSP,32,22,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.727,0
5636,2012-06-08,DTW,31,15,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.727,0
5637,2012-06-08,PHL,29,15,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.727,0
5638,2012-06-08,BOS,26,12,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.727,0
5639,2012-06-08,LGA,26,12,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.727,0
5640,2012-06-09,ATL,30,19,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
5641,2012-06-09,ORD,32,18,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
5642,2012-06-09,LAX,21,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
5643,2012-06-09,DFW,33,21,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
5644,2012-06-09,DEN,35,16,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
5645,2012-06-09,JFK,27,17,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
5646,2012-06-09,SFO,21,10,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
5647,2012-06-09,CLT,31,13,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
5648,2012-06-09,LAS,37,24,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
5649,2012-06-09,PHX,39,24,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
5650,2012-06-09,IAH,33,22,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
5651,2012-06-09,MIA,32,25,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
5652,2012-06-09,MCO,31,23,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
5653,2012-06-09,EWR,28,18,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
5654,2012-06-09,SEA,17,8,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
5655,2012-06-09,MSP,33,22,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
5656,2012-06-09,DTW,32,17,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
5657,2012-06-09,PHL,32,17,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
5658,2012-06-09,BOS,26,15,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
5659,2012-06-09,LGA,26,15,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
5660,2012-06-10,ATL,24,19,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,,0
5661,2012-06-10,ORD,34,19,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,,0
5662,2012-06-10,LAX,22,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,,0
5663,2012-06-10,DFW,34,24,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,,0
5664,2012-06-10,DEN,24,10,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,,0
5665,2012-06-10,JFK,27,18,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,,0
5666,2012-06-10,SFO,29,13,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,,0
5667,2012-06-10,CLT,27,18,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,,0
5668,2012-06-10,LAS,32,21,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,,0
5669,2012-06-10,PHX,39,24,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,,0
5670,2012-06-10,IAH,35,23,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,,0
5671,2012-06-10,MIA,32,27,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,,0
5672,2012-06-10,MCO,34,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,,0
5673,2012-06-10,EWR,31,19,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,,0
5674,2012-06-10,SEA,19,10,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,,0
5675,2012-06-10,MSP,34,18,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,,0
5676,2012-06-10,DTW,32,18,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,,0
5677,2012-06-10,PHL,34,19,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,,0
5678,2012-06-10,BOS,24,15,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,,0
5679,2012-06-10,LGA,24,15,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,,0
5680,2012-06-11,ATL,27,20,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.661,0
5681,2012-06-11,ORD,32,21,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.661,0
5682,2012-06-11,LAX,21,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.661,0
5683,2012-06-11,DFW,37,26,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.661,0
5684,2012-06-11,DEN,26,6,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.661,0
5685,2012-06-11,JFK,24,18,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.661,0
5686,2012-06-11,SFO,27,12,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.661,0
5687,2012-06-11,CLT,26,21,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.661,0
5688,2012-06-11,LAS,36,21,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.661,0
5689,2012-06-11,PHX,40,26,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.661,0
5690,2012-06-11,IAH,36,27,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.661,0
5691,2012-06-11,MIA,31,26,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.661,0
5692,2012-06-11,MCO,33,21,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.661,0
5693,2012-06-11,EWR,24,19,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.661,0
5694,2012-06-11,SEA,23,10,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.661,0
5695,2012-06-11,MSP,23,13,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.661,0
5696,2012-06-11,DTW,25,21,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.661,0
5697,2012-06-11,PHL,30,20,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.661,0
5698,2012-06-11,BOS,23,14,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.661,0
5699,2012-06-11,LGA,23,14,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.661,0
5700,2012-06-12,ATL,30,21,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.669,0
5701,2012-06-12,ORD,26,15,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.669,0
5702,2012-06-12,LAX,19,16,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.669,0
5703,2012-06-12,DFW,33,21,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.669,0
5704,2012-06-12,DEN,31,12,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.669,0
5705,2012-06-12,JFK,23,18,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.669,0
5706,2012-06-12,SFO,23,12,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.669,0
5707,2012-06-12,CLT,29,19,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.669,0
5708,2012-06-12,LAS,40,22,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.669,0
5709,2012-06-12,PHX,42,26,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.669,0
5710,2012-06-12,IAH,35,21,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.669,0
5711,2012-06-12,MIA,31,24,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.669,0
5712,2012-06-12,MCO,33,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.669,0
5713,2012-06-12,EWR,23,19,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.669,0
5714,2012-06-12,SEA,18,13,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.669,0
5715,2012-06-12,MSP,21,11,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.669,0
5716,2012-06-12,DTW,28,16,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.669,0
5717,2012-06-12,PHL,22,20,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.669,0
5718,2012-06-12,BOS,23,16,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.669,0
5719,2012-06-12,LGA,23,16,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.669,0
5720,2012-06-13,ATL,32,20,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.655,0
5721,2012-06-13,ORD,22,12,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.655,0
5722,2012-06-13,LAX,21,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.655,0
5723,2012-06-13,DFW,33,21,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.655,0
5724,2012-06-13,DEN,33,12,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.655,0
5725,2012-06-13,JFK,21,18,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.655,0
5726,2012-06-13,SFO,19,11,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.655,0
5727,2012-06-13,CLT,31,19,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.655,0
5728,2012-06-13,LAS,39,27,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.655,0
5729,2012-06-13,PHX,42,25,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.655,0
5730,2012-06-13,IAH,33,21,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.655,0
5731,2012-06-13,MIA,32,23,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.655,0
5732,2012-06-13,MCO,34,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.655,0
5733,2012-06-13,EWR,23,18,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.655,0
5734,2012-06-13,SEA,16,11,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.655,0
5735,2012-06-13,MSP,24,13,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.655,0
5736,2012-06-13,DTW,23,11,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.655,0
5737,2012-06-13,PHL,27,19,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.655,0
5738,2012-06-13,BOS,18,17,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.655,0
5739,2012-06-13,LGA,18,17,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.655,0
5740,2012-06-14,ATL,29,22,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.706,0
5741,2012-06-14,ORD,31,13,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.706,0
5742,2012-06-14,LAX,21,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.706,0
5743,2012-06-14,DFW,34,25,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.706,0
5744,2012-06-14,DEN,29,11,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.706,0
5745,2012-06-14,JFK,23,16,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.706,0
5746,2012-06-14,SFO,18,11,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.706,0
5747,2012-06-14,CLT,28,19,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.706,0
5748,2012-06-14,LAS,38,26,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.706,0
5749,2012-06-14,PHX,42,26,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.706,0
5750,2012-06-14,IAH,34,24,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.706,0
5751,2012-06-14,MIA,34,25,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.706,0
5752,2012-06-14,MCO,36,22,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.706,0
5753,2012-06-14,EWR,26,17,"Newark city, New Jersey",277594,40.692501068115234,-74.168701171875,EWR,1,1064475,2.706,0
5754,2012-06-14,SEA,17,10,"Seattle city, Washington",635928,47.449001,-122.308998,SEA,1,1038675,2.706,0
5755,2012-06-14,MSP,21,16,"Minneapolis city, Minnesota",392768,44.882,-93.221802,MSP,1,1085275,2.706,0
5756,2012-06-14,DTW,27,10,"Detroit city, Michigan",700183,42.212398529052734,-83.35340118408203,DTW,1,1079375,2.706,0
5757,2012-06-14,PHL,27,17,"Philadelphia city, Pennsylvania",1551824,39.87189865112305,-75.24109649658203,PHL,1,1031075,2.706,0
5758,2012-06-14,BOS,20,16,"Boston city, Massachusetts",642955,42.36429977,-71.00520325,BOS,1,1035875,2.706,0
5759,2012-06-14,LGA,20,16,"New York city, New York",8346693,40.777199,-73.872597,LGA,1,1030575,2.706,0
5760,2012-06-15,ATL,29,21,"Atlanta city, Georgia",449016,33.6367,-84.428101,ATL,1,2002475,2.708,0
5761,2012-06-15,ORD,34,15,"Chicago city, Illinois",2719141,41.9786,-87.9048,ORD,1,1503175,2.708,0
5762,2012-06-15,LAX,21,17,"Los Angeles city, California",3851202,33.942501,-118.407997,LAX,1,1335475,2.708,0
5763,2012-06-15,DFW,33,21,"Dallas city, Texas",1242115,32.896801,-97.038002,DFW,1,1203175,2.708,0
5764,2012-06-15,DEN,29,16,"Denver city, Colorado",635163,39.861698150635,-104.672996521,DEN,1,1103275,2.708,0
5765,2012-06-15,JFK,27,15,"New York city, New York",8346693,40.639801,-73.7789,JFK,1,1052075,2.708,0
5766,2012-06-15,SFO,23,10,"San Francisco city, California",828876,37.61899948120117,-122.375,SFO,1,1112475,2.708,0
5767,2012-06-15,CLT,28,18,"Charlotte city, North Carolina",773264,35.2140007019043,-80.94309997558594,CLT,1,1028075,2.708,0
5768,2012-06-15,LAS,37,25,"Las Vegas city, Nevada",593275,36.08010101,-115.1520004,LAS,1,1068475,2.708,0
5769,2012-06-15,PHX,39,26,"Phoenix city, Arizona",1499274,33.43429946899414,-112.01200103759766,PHX,1,1060875,2.708,0
5770,2012-06-15,IAH,34,23,"Houston city, Texas",2161593,29.984399795532227,-95.34140014648438,IAH,1,1055675,2.708,0
5771,2012-06-15,MIA,33,23,"Miami city, Florida",411149,25.79319953918457,-80.29060363769531,MIA,1,1073075,2.708,0
5772,2012-06-15,MCO,31,23,"Orlando city, Florida",249935,28.429399490356445,-81.30899810791016,MCO,1,1044075,2.708,0
